⚽️卫视IPV6,#genre#
CCTV-16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CCTV-5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8


CCTV-1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8
CCTV-2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8
CCTV-3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8
CCTV-4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8
CCTV-5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8
CCTV-5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8
CCTV-6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8
CCTV-7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8
CCTV-8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8
CCTV-9,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8
CCTV-10,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8
CCTV-11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8
CCTV-12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8
CCTV-13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8
CCTV-14,http://58.19.38.162:9901/tsfile/live/1013_1.m3u8
CCTV-15,http://58.19.38.162:9901/tsfile/live/0015_1.m3u8
CCTV-8K,https://tv.cry33.com/ys4k.php?id=8k
CCTV-4K,http://27.222.3.214/liveali-tp4K.cctv.cn/live/4K10M.stream/playlist.m3u8
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
CCTV-16,https://tv.cry33.com/ys4k.php?id=16-4k


CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV-11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV-15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8

CCTV-兵器科技,http://www.lizhinas.top:8688/rtp/239.252.219.98:5140
CCTV-兵器科技,http://mryx.fun:1025/udp/239.11.0.57:1025
CCTV-第一剧场,http://www.lizhinas.top:8688/rtp/239.252.219.86:5140
CCTV-第一剧场,http://113.195.4.134:9901/tsfile/live/1028_1.m3u8?key=txiptv
CCTV-第一剧场,http://113.195.4.227:9901/tsfile/live/1028_1.m3u8?key=txiptv
CCTV-第一剧场,http://mryx.fun:1025/udp/239.11.0.67:1025
CCTV-风云剧场,http://www.lizhinas.top:8688/rtp/239.252.219.89:5140
CCTV-风云剧场,http://113.195.4.134:9901/tsfile/live/1085_1.m3u8?key=txiptv
CCTV-风云剧场,http://113.195.4.134:9901/tsfile/live/1037_1.m3u8?key=txiptv
CCTV-风云剧场,http://113.195.4.227:9901/tsfile/live/1085_1.m3u8?key=txiptv
CCTV-风云剧场,http://113.195.4.227:9901/tsfile/live/1037_1.m3u8?key=txiptv
CCTV-风云剧场,http://mryx.fun:1025/udp/239.11.0.65:1025
CCTV-怀旧剧场,http://www.lizhinas.top:8688/rtp/239.252.219.90:5140
CCTV-怀旧剧场,http://mryx.fun:1025/udp/239.11.0.64:1025
CCTV-风云音乐,http://www.lizhinas.top:8688/rtp/239.252.219.87:5140
CCTV-风云音乐,http://www.qhjx.top:18000/udp/238.255.2.24:5999
CCTV-风云足球,http://www.lizhinas.top:8688/rtp/239.252.219.96:5140
CCTV-风云足球,http://113.195.4.134:9901/tsfile/live/1049_1.m3u8?key=txiptv
CCTV-风云足球,http://113.195.4.227:9901/tsfile/live/1049_1.m3u8?key=txiptv
CCTV-风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV-央视台球,http://www.lizhinas.top:8688/rtp/239.252.219.80:5140
CCTV-央视台球,http://42.48.17.204:808/hls/108/index.m3u8
CCTV-高尔夫网球,http://www.lizhinas.top:8688/rtp/239.252.219.95:5140
CCTV-世界地理,http://www.lizhinas.top:8688/rtp/239.252.219.93:5140
CCTV-世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV-世界地理,http://mryx.fun:1025/udp/239.11.0.63:1025
CCTV-世界地理,http://42.48.17.204:808/hls/109/index.m3u8
CCTV-文化精品,http://www.lizhinas.top:8688/rtp/239.252.219.81:5140
CCTV-文化精品,http://mryx.fun:1025/udp/239.11.0.66:1025
CCTV-文化精品,http://42.48.17.204:808/hls/107/index.m3u8
CCTV-女性时尚,http://www.lizhinas.top:8688/rtp/239.252.219.94:5140
CCTV-女性时尚,http://113.195.4.134:9901/tsfile/live/1054_1.m3u8?key=txiptv
CCTV-女性时尚,http://113.195.4.227:9901/tsfile/live/1054_1.m3u8?key=txiptv
CCTV-电视指南,http://www.lizhinas.top:8688/rtp/239.252.219.97:5140

